order_id,house_number,road,suburb,state_district,state,postcode,city
ee943c5a7b232394aaffc156e80c222f,13 к4,улица Строителей,Ломоносовский,Юго-Западный административный округ,Москва,119311,Ломоносовский район
956fa97100d7699dbec51103c53d6eb8,13,Преображенская улица,Красная горка,,Московская область,140015,Люберцы
9b2f81f38bdeae7e608427af206a3809,к1549,Панфиловский проспект,район Крюково,Зеленоградский административный округ,Москва,124683,
56cc040e469e6c5d821b467244e4ba40,9,улица Лескова,Бибирево,Северо-Восточный административный округ,Москва,127543,район Бибирево
5a5535986c654d0d741fa566aa7c171a,,проспект Мира,,Северо-Восточный административный округ,Москва,129337,район Свиблово
23e11c2027037833368cb47774a313e8,5,Петровско-Разумовский проезд,Савёловский район,Северный административный округ,Москва,127083,
70b8aa81019f14e086c19f07c47989da,,Планерная улица,Алёшкино,Северо-Западный административный округ,Москва,125481,район Северное Тушино
a38c0748949d2fb15be8b98ebe42e776,,Профсоюзная улица,район Тёплый Стан,Юго-Западный административный округ,Москва,117632,
39e4eff47a8b5c0618d52b5acf6c9174,25 к2,Голубинская улица,район Ясенево,Юго-Западный административный округ,Москва,117593,
7823bcc98ce25b995e9478a218ce2e14,,Шмитовский проезд,Пресненский район,Центральный административный округ,Москва,123317,
28a3ec742bd77db9d060a58aee7d9114,6 к3,Балтийская улица,Сокол,Северный административный округ,Москва,125167,район Сокол
afa1569a7d22200f6cb0adc88b89e538,20,Михалковская улица,Коптево,Северный административный округ,Москва,125167,район Коптево
d46395fd2e12177144c043c46f8ed5b6,13А с1,1-я Дубровская улица,Южнопортовый район,Юго-Восточный административный округ,Москва,115088,Южнопортовый район
93f95eff2a6def84c2d97163b0d57107,13,Планетная улица,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
151b754bc7494d130472d0410be065cc,14 к1,проезд Стратонавтов,Тушино,Северо-Западный административный округ,Москва,125424,район Покровское-Стрешнево
cf27319d42313ad23b22f94d4faa7ee3,1,улица Строителей,Южный,,Московская область,140055,
dc266257ebc92054817a44e98ff7b36a,6,улица Чистяковой,Микрорайон Кутузовский,,Московская область,143005,Одинцовский район
72e02d3a99a27470913978d2ad218712,96,Профсоюзная улица,Беляево-Богородское,Юго-Западный административный округ,Москва,117437,район Коньково
62f453d80035a9d51d0621e1d4229f5f,8,улица Анны Ахматовой,Переделкино Ближнее,Новомосковский административный округ,Москва,119634,поселение Внуковское
33152f6731b0f7dec28e3eb925697dc5,,Тайнинская улица,Лосиноостровский,Северо-Восточный административный округ,Москва,129345,Лосиноостровский район
b92047e4d1c8c9102d1f40725ac43518,3 к2,3-я Мытищинская улица,Алексеевский,Северо-Восточный административный округ,Москва,129626,Алексеевский район
eb50dbc27cd2a22477b8d5b76db20f47,36,улица Дмитрия Ульянова,Академический,Юго-Западный административный округ,Москва,117218,Академический район
8ea21d27d91434e2dc2d9d3dab635496,,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125319,район Аэропорт
c705700608115e574445393c6e743c55,5 к4,проезд Серебрякова,Свиблово,Северо-Восточный административный округ,Москва,127427,район Свиблово
001eaa75ad97eff199d914f67b8e32ef,38А,улица Приорова,Коптево,Северный административный округ,Москва,125167,район Коптево
33bb4c8bf08e0d73605d7e871494a459,20 к1,Беломорская улица,Левобережный,Северный административный округ,Москва,125195,район Левобережный
72f44bb558df55bac0e4807e053bca57,14,улица Чайковского,Южный,,Московская область,141733,
3b94a0ae73e9a80f1a5070c0384c839f,16,Мирской проезд,Микрорайон Салтыковка,Восточный административный округ,Московская область,143930,район Новокосино
c512d2f16e06d5477d7577df7f291225,10/32,улица Дружбы,район Раменки,Западный административный округ,Москва,119330,
b3a6b4337d8a3fe15780dca4d0f872e6,22 с11,Новосущёвская улица,Марьина Роща,Северо-Восточный административный округ,Москва,127055,район Марьина Роща
9c977543ce0235391336c05e2c396c95,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
18ebf01bc00e4992737e95df82c31bae,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
b48a7fbfdbebb28a7fa20f0618f6ca1e,137А с1,Ленинский проспект,район Тёплый Стан,Юго-Западный административный округ,Москва,117513,
b32d07dd20379423403a2480bcd1c1ba,39 с79,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
2c885ee84f07b631a06d89a120701a4e,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
e328cc99353b81a55aa561aa0ee39c62,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
f7de8aaf67ed955c8f63ec5977f4a3b0,,Большой Чудов переулок,Плющиха,Центральный административный округ,Москва,119034,Москва
4d346e0a77373fa7cdf9e2af2142cc2c,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
48466c6772660d512dab70c4c506fe98,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
c87b533a90963b05b1582139605560ee,18 к7,проспект Андропова,,Южный административный округ,Москва,115114,Даниловский район
b1f465186051aa17d4f2c4459d900f7a,39 с79,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
7ecc3ab637e30e481f99cd421601983c,6,улица Барболина,Сокольники,Восточный административный округ,Москва,107014,район Сокольники
bfccd31314afc6060bb555ea1faf85e1,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
ae1a1c38ba0385d8021137ba05308abb,39 с79,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
20a5b3c2216c83eb5deee7576d0f82e7,129А,Профсоюзная улица,район Ясенево,Юго-Западный административный округ,Москва,117632,
e81835f58dd237ca8517d21fa8c6a2c5,37А к14,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
7e5b8a4ab2c6004f0f818fc41067eca1,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
db19cb7938ed252cf1347c22f5dac765,7,улица Вавилова,Академический,Юго-Западный административный округ,Москва,117449,Академический район
e44a8d6f6285cac485bf89723742ed4e,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
29bf365851157236fbb9f5d9cf91096d,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
0b4cf2e5c155cd0878e92e542535a5be,37А к4,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
5fdaf27ebe467e8c6b3eee60dc394ee9,39 с79,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
70b2c2aeecec76a140db5f72c831d721,32/1,Суздальская улица,Новокосино,Восточный административный округ,Москва,111672,район Новокосино
8501ee18c09e536854c7b7ba1e696a96,37А к14,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
a3e67c737b62ff53bfd1ee8a75ed316e,39 с79,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
0301b9a24ca9d942586d61bc2ac598fe,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
7d5c81ddb04893d7840389538699fa8a,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
50dae475a434022b57a7d1f7fe5b4955,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
c075e3cf2ccf08c7a379dc2a852a93a0,37А к14,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
411b4fc1edfc996695aa5811370cefda,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
7e365b19ab802139a928b997942710ea,36,улица Удальцова,Проспект Вернадского,Западный административный округ,Москва,119607,район Проспект Вернадского
db3c7070a0155e5c8e03cab929d2d606,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
046af7597eb18cfb6741a6035a882c54,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
55111a533255b247edccddbc9ffae911,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
d9102629a5c85a94e41af79a7329da75,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
b67ca0e7259c44c0b0094550dc1c8fda,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
e2b123c4e8c8ba5c97df29f54f0f6c28,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
b391e525c44c4e37267e6898ec109873,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
984c81c0cfae661b7d6203c5f65c08ea,39 с79,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
1f28f97eb792b31e2535d0da84760d19,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
99a7cf6476eb65d6cdfd591e521897c1,37 к15,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
534371662e878e1215aab75aac26a786,2 с3,улица Горбунова,Сетунь,Западный административный округ,Москва,121596,Можайский район
4cc8cb5567ecd502bd8f58489b573c97,,,Дудкино,Новомосковский административный округ,Москва,117465,поселение  Мосрентген
32164b4865513f0c74fc487c97492ef2,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
aff80aff8e7712dd7caad2a9d7ffa6d1,31/45,Новогиреевская улица,,Восточный административный округ,Москва,111397,район Перово
d6495d403791b8cc43ebbbbe16d6c1b5,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
fb441a4cc91b034f09e2b8cc80907ab9,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
2233b38601ad505526bc6084b72a9539,39 с79,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
843e1910d600aff3b10c6fe2ade0d16d,,Долгоруковская улица,Тверской район,Центральный административный округ,Москва,127006,
72f19a0b78dd8ef7770c5c60ac144601,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
98c2cc4cce9066b20f22b748f9cc4a6c,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
6dd849e9d5fa5b18d2abf069c4376dc1,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
b96bfdbb72d34cdecb230d90a91c8adb,4,Ильменский проезд,Дегунино,Северный административный округ,Москва,127238,район Западное Дегунино
582b51f13dd5dda7014c871f2b1d979a,37А к14,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
7f9cf784d6387b9c7f3807e6e331f5ee,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
c5e577065e2f45a89f74c87375cb483c,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
2f74ffbf3d01f7964715a8f0fd0c1585,80 к2,Ленинградский проспект,Сокол,Северный административный округ,Москва,125315,район Сокол
781eaeb125b35cfe524088acfcc5ec3b,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
105949c4d396af0552ef62d7ea8e8500,18 к7,проспект Андропова,,Южный административный округ,Москва,115114,Даниловский район
bcce8654bcac1c5134c23baeab0b2802,34 с4,улица Большая Дмитровка,Тверской район,Центральный административный округ,Москва,115054,
3513ffc9d47757b4bf29c151e3ce6069,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
cd154bc2105f1729e9ca816fec4141a3,21 к1,улица Народного Ополчения,район Хорошёво-Мнёвники,Северо-Западный административный округ,Москва,127562,
246cce0818e3900a7308a40543e6c2c3,5 с1,улица Льва Толстого,район Хамовники,Центральный административный округ,Москва,119034,
37007a21d36c031fb0cf80b5b6447433,10,улица Гримау,Академический,Юго-Западный административный округ,Москва,117449,Академический район
c7523cd829ec680e36ccdeebcc8da151,61/2 к1,улица Щепкина,Мещанский район,Центральный административный округ,Москва,115054,
8fb52834b9840ac92181140870b1f7a8,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
e0fb820023902cd86fafa7dec2c0203d,,2-я Магистральная улица,Хорошёвский район,Центральный административный округ,Москва,123290,
48f36c793ca601861e0ff779ac5811ec,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
34123dee046747b94b99068f1f8275c4,3,Хованская улица,Останкинский район,Северо-Восточный административный округ,Москва,129515,
aeb70eb569ac38efcc3c92d068d72ed7,37А к14,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
25c0e3d1504813ed0b9c33b9ec58645f,32 к1,Кутузовский проспект,Дорогомилово,Западный административный округ,Москва,119136,район Дорогомилово
088802af400d8c398ca4cf6f89958bdd,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
053d3c41246e274698fc3b9d4d4bded6,26Б,Алтуфьевское шоссе,Отрадное,Северо-Восточный административный округ,Москва,127562,район Отрадное
8ce595616fd3bc6fb44d6c2e0690c7c9,1,Ленинградское шоссе,Родионово,,Московская область,141410,Химки
f936cc05a393a10569de3ebd03a96a0b,49 к4,Бирюлёвская улица,район Бирюлёво Восточное,Южный административный округ,Москва,115569,
3836ec56593827f9af3f3438ef8fc5b5,39 с79,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
7153f2e7cfe58a10faa0d80f2bad477c,29 с2,Петровско-Разумовский проезд,Савёловский район,Северный административный округ,Москва,125167,
e9bc282ab7a992f826cf6afde05baa43,25 к2,Голубинская улица,район Ясенево,Юго-Западный административный округ,Москва,117593,
d0232da2622f20abcf6e17227b86eb3a,,,Дрожжино,,Московская область,142718,Булатниковское сельское поселение
66cb021e787efd0912155e0b5291d4a9,10 с2,улица 8 Марта,Аэропорт,Северный административный округ,Москва,117623,район Аэропорт
3339301adff22585043d5aff3f2f3184,64,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
fe404ecbc0db03ba21aa2c3d9db813b7,1/2,улица Руставели,Бутырский,Северо-Восточный административный округ,Москва,127254,Бутырский район
494f51b0ffd50f94c9528cd8433ece98,15,Лесная улица,Тверской район,Центральный административный округ,Москва,125047,
4a497a45919916e2b5becfb3044fa3e3,,Ленинградский проспект,,Северный административный округ,Москва,125167,район Аэропорт
f2ce100388b399ad9c97b43b2a79db41,1/21 с1,улица Достоевского,Тверской район,Центральный административный округ,Москва,127473,
21c39d92e146a7bdf40850b6103a0824,25 с1,1-й Колобовский переулок,Тверской район,Центральный административный округ,Москва,127051,
f08402a5b38122a167bf40a68179747d,10 к3,Матвеевская улица,Матвеевское,Западный административный округ,Москва,121357,район Очаково-Матвеевское
19839f9df633f5e2f956ff12964ec7ee,6,улица Авиаторов,Солнцево,Западный административный округ,Москва,119619,район Солнцево
c48bfa0d9794fa83d001702a63a78cf1,12 к3,Коломенская улица,Нагатинский Затон,Южный административный округ,Москва,115142,район Нагатинский Затон
d0e6c1472732784852c160d419fd981c,,Ленинградский проспект,,Северный административный округ,Москва,125167,район Аэропорт
a531763d7ec04485637c2dcf6ac730da,170Д,"МКАД, 34-й километр",район Чертаново Южное,Южный административный округ,Москва,117405,
8a7df672ef1d44d616b7871356a6cbf4,28,Комсомольский проспект,район Хамовники,Центральный административный округ,Москва,119146,
61a934676bbe9f103bac372100b2005b,23/14/9,Большая Никитская улица,Старое Ваганьково,Центральный административный округ,Москва,115054,Москва
9d6461b1c83d6fc3dfffaa1823cac2e9,2 с1,Проектируемый проезд № 2554,Тверской район,Центральный административный округ,Москва,125047,
3d96d0af67252b894427fbbf7f05687e,40,Дубравная улица,Митино,Северо-Западный административный округ,Москва,123430,район Митино
6b7cbdd6f9c6e001d5d25d01980ad682,11,улица Рогова,район Щукино,Северо-Западный административный округ,Москва,123098,
baed4cd117513d0b239b6f3da6ce6c74,11,улица Лихоборские Бугры,Коптево,Северный административный округ,Москва,125183,район Коптево
7eee778ae2eb37979cc1067c2172206a,7 к3,Кременчугская улица,район Фили-Давыдково,Западный административный округ,Москва,121357,
8286c074211d57a63456089455309f20,9,улица Лескова,Бибирево,Северо-Восточный административный округ,Москва,127543,район Бибирево
1b16959a0bde6e0ca45295236f56fd1b,9,Большая Сухаревская площадь,Мещанский район,Центральный административный округ,Москва,107045,
4056f0ba8c135b6176e442aa27a5542a,5,улица Гончарова,Бутырский,Северо-Восточный административный округ,Москва,127254,Бутырский район
049693b77e004dd05df42c7a70f4b91d,8,Большая Дорогомиловская улица,,Западный административный округ,Москва,121248,район Дорогомилово
881228a14c740eed44d96a2ec9b245ba,18 с4,улица Гамалеи,район Щукино,Северо-Западный административный округ,Москва,123098,
537b198bd7c2f35a6257b7ec0d5578a1,,улица Поликахина,Ольгино,,Московская область,142832,Балашиха
f4f97cc2e1248a7ac806bd78df679f05,107 с17,Дмитровское шоссе,Дмитровский,Северный административный округ,Москва,127411,Дмитровский район
ecf223bcd9e507420f7f5be55b7d95c1,5,улица Николая Старостина,Новокосино,Восточный административный округ,Москва,111673,район Новокосино
f50a99a5640911e9e69e43fec8cd3026,,Бутырская улица,Бутырский,Северо-Восточный административный округ,Москва,127015,Бутырский район
b428f772258ae76c3f23b37e88c6d91a,6,улица Черняховского,Аэропорт,Северный административный округ,Москва,125319,район Аэропорт
23c204a55547380ce73e002806bdcbe2,10,5-я Кожуховская улица,,Южный административный округ,Москва,115114,Даниловский район
b80aa97602daab88d3daf9f0642f20f4,11 к1,улица Кибальчича,Алексеевский,Северо-Восточный административный округ,Москва,127427,Алексеевский район
b0970021e2a92e5e02ff0b5b45fbd57a,56А,Нижегородская улица,Нижегородский,Юго-Восточный административный округ,Москва,109052,Нижегородский район
6f4753c692c816291d37fc93324f214b,2 с3,Павелецкая площадь,район Замоскворечье,Центральный административный округ,Москва,115054,
d07b6c85fc0346ee50848da5b3391f67,23 к1,улица Дмитрия Ульянова,Академический,Юго-Западный административный округ,Москва,117449,Академический район
408856ba5931b3256edd7a3b2f7a0faf,72,Чечёрский проезд,район Южное Бутово,Юго-Западный административный округ,Москва,117041,
c03f8f25ab33b8afe5f5b1e420494510,,улица Сергея Макеева,Пресненский район,Центральный административный округ,Москва,123317,
74f180fb04ad886d3999fbb34d46e914,,Ленинградское шоссе,Войковский,Северный административный округ,Москва,125171,Войковский район
1d29e09101ee4f40717428f052d225f7,32,улица Маршала Бирюзова,район Щукино,Северо-Западный административный округ,Москва,123060,
4df992b4f72c240078303a41a14f9007,6,улица Лизы Чайкиной,Аэропорт,Северный административный округ,Москва,125315,район Аэропорт
70b40b3ba23e76378ed6fb3923e29353,,улица Ситникова,Новое Измайлово,,Московская область,143960,Балашиха
e0d705d534d6643192c098c51acc7f17,1,площадь Сретенские Ворота,Мещанский район,Центральный административный округ,Москва,107045,
992c06278c27d1e9e6ffaa9d5b4ab887,16,Мирской проезд,Микрорайон Салтыковка,Восточный административный округ,Московская область,143930,район Новокосино
e9185326e1e69e9307f0851995661cdb,26/10,Шоссейная улица,Печатники,Юго-Восточный административный округ,Москва,109388,район Печатники
20917194c46502189fa89fd63edfc185,46,Митинская улица,Митино,Северо-Западный административный округ,Москва,125430,район Митино
18e0fc9b3eaa19bcc7ccbb7378f287fa,,Шмитовский проезд,Пресненский район,Центральный административный округ,Москва,123317,
0d79ff7fcfc86eb496f1cf8a5fa3381d,4,Ильменский проезд,Дегунино,Северный административный округ,Москва,127238,район Западное Дегунино
21ec3805e86d679078f4e26de5f1fc5d,17Б,Бибиревская улица,Алтуфьевский,Северо-Восточный административный округ,Москва,127549,Алтуфьевский район
51d4dd3f85f087135eff5a41758f4454,4,Михневская улица,район Бирюлёво Восточное,Южный административный округ,Москва,115547,
b99c6e7ebc617de1969090c2e86daa12,9,улица Симоновский Вал,Южнопортовый район,Юго-Восточный административный округ,Москва,109044,Южнопортовый район
813cf45e6ce0340dd40c4cfa73076b96,29,Верхняя Первомайская улица,район Измайлово,Восточный административный округ,Москва,105122,
3d410227585ca516c8a9dcd8f6aad1ab,20 к1,улица Полины Осипенко,Хорошёвский район,Северный административный округ,Москва,125167,
bf5b2dc1c4448db0f97237cc20ab6786,11,Бутырская улица,Савёловский район,Северный административный округ,Москва,127015,
c094c1bfb3a8b1dfa2e3fe21737801b3,8 к2,Таможенный проезд,район Лефортово,Юго-Восточный административный округ,Москва,111033,
39945bc7e3266ee5778d35c28df42f73,,,Пресненский район,Центральный административный округ,Москва,123290,
603e0433e245c22bb119ad7909cf1e42,36,улица Атласова,,Новомосковский административный округ,Москва,142784,
001662da857b5a39bb402aacf3145f86,3,Анненская улица,Марьина Роща,Северо-Восточный административный округ,Москва,127521,район Марьина Роща
8b0eef66a3c9c26f56eda1e006b8e306,12,проспект Академика Туполева,микрорайон Авиационный,,Московская область,142007,Домодедово
4985d20d24b856fca56223d77bd9f6ef,,Юбилейная улица,Ядреево,,Московская область,141014,Мытищи
3a6ce8fd70d92a7a809cb5cc75cdce0f,14,улица Чайковского,Южный,,Московская область,141733,
da1e899d6d0cb5de312ee4b7ad9211bb,5 к2,Палехская улица,Ярославский район,Северо-Восточный административный округ,Москва,129337,
14bb91562e649e079e030df27809e1f7,28,улица Верхняя Масловка,Савёловский район,Северный административный округ,Москва,127083,
b7d702b7c59628847d082360178eba01,1А к3,Нарвская улица,,Северный административный округ,Москва,125130,Войковский район
a5b81ec742a0ad8cecdbc83493be9f63,6-8 к1,Яузская улица,Таганский район,Центральный административный округ,Москва,109240,
44e20c6768420627b1d2b9586eacf400,3 к2,Пулковская улица,Головинский,Северный административный округ,Москва,125565,Головинский район
6dc0b26ff217a7ae451ade96c81d9662,3 к3,Большая Переяславская улица,Мещанский район,Центральный административный округ,Москва,129110,
70fb6653dbf18660896cb8a3c4092c38,,46Н-13925,Родионово,Северный административный округ,Московская область,141400,Химки
444146a19f8b452beda9eb074ac59b75,11,проспект 60-летия Октября,Академический,Юго-Западный административный округ,Москва,117312,Академический район
8d0f82dee24915819c5529df358ed3ab,13 к2,Бирюлёвская улица,район Бирюлёво Восточное,Южный административный округ,Москва,115569,
56c8ca14b3b01a0bd506bce72dd492df,28 к1,улица Академика Королёва,Марфино,Северо-Восточный административный округ,Москва,127427,район Марфино
0feafca72bf53ab54067a282c63a625c,10/32,улица Дружбы,район Раменки,Западный административный округ,Москва,119330,
884fb1a676b07880a221d5c08f0e733e,16/2,Звёздный бульвар,Останкинский район,Северо-Восточный административный округ,Москва,127427,
3a8563f8e5ce7290b1dbb5c373734299,2А к4,Боровское шоссе,Мещерский,Западный административный округ,Москва,119618,район Солнцево
f94034a981ef08e72d13268c0a0c219f,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
8bddedefa91cc849e9235b891bc51d1d,22 с11,Новосущёвская улица,Марьина Роща,Северо-Восточный административный округ,Москва,127055,район Марьина Роща
79fba31fbb2b4d61641a9d2d732bcf3a,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
0e5b0074d091b11207be22b85d102091,137А с1,Ленинский проспект,район Тёплый Стан,Юго-Западный административный округ,Москва,117513,
9dabe7ea32d0084378c774d3e9916bc1,2,Воронцовский переулок,Таганский район,Центральный административный округ,Москва,109044,
df27e1906bffcf0eba983b1ffd247b89,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
f39e3b63804869c53dc9c868088e2867,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
7d48a4af87da608fd1a925e4d2f2e4bc,,Рождественская улица,Люберецкие поля,Юго-Восточный административный округ,Москва,140009,район Некрасовка
6ce8a3188d8afd2374648810761c4b0c,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
8193d7ff613fe2a7c6621ce0f05514c5,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
717a36042d00c743dab51e8a388b8213,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
710a714a850b632e5fd38d651536824e,12 с2,улица Гашека,Тверской район,Центральный административный округ,Москва,123056,
f0e0f1971823dc4f48be8cc48c8843ae,,проспект Андропова,Коломенка,Южный административный округ,Москва,115114,район Нагатинский Затон
950c127b6e4c8fde66acf0748a109019,39 с79,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
a58922d6789f07c678a9d2c20b08853e,39 с79,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
fcd4f9a10132b6a0331b48e641bb9668,2,Проектируемый проезд № 1808,Беговой,Северный административный округ,Москва,125167,район Беговой
e858b9d2852fc55e8bd4d749fb633ded,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
2955affefe460acb1a91c714c3f6d9f6,12А,Сельскохозяйственная улица,Ростокино,Северо-Восточный административный округ,Москва,127427,район Ростокино
323611b5eb1bc087d1a8b44bc92c8ad4,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
ce9b425e54d30db08662ae7f58358216,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
bebde1d18427973a032464b6dba9d319,3,улица Орджоникидзе,Донской,Южный административный округ,Москва,115419,Донской район
69f8bbe3cfc3782fc6e80fdc7f983f85,23,улица Верхняя Масловка,Савёловский район,Северный административный округ,Москва,127083,
a1e2de1aff79dfe888d793e0fdb7a04c,37А к14,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
b52cf980fa239fe06a353e1d3f018a88,6,улица Барболина,Сокольники,Восточный административный округ,Москва,107014,район Сокольники
81539c92afc92aac0801d7e5f5ab5642,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
9bed519586311922943727e5c45e3eb9,32/1,Суздальская улица,Новокосино,Восточный административный округ,Москва,111672,район Новокосино
22e5f7df64bf76a0a3f521417871f169,37А к14,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
7dc07eed8db79cdfdc61ccf5d19b4b36,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
7319a23416e81e8566c8361b5baea462,39 с79,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
2be7a46d563a993f950eb86d2e720533,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
7027f25e81512817a2f44587865de454,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
a54bdc64c7ab7bc818599dbb3048b8be,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
df67de0615b0635ea3efd4e2ecb2f6ca,59А с5,Кантемировская улица,район Царицыно,Южный административный округ,Москва,115569,
146f7599a1ff6f2ac1527fcb8a642f9a,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
4a8adfc877d14e2d49d465c1bde8c839,39 с79,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
5968123fd5b499f51a568d7bdd17bad6,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
38c150c48ae1344db0590ab2293ddc4f,39 с79,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
835483831989f6995dc8f6bd58ef74dd,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
aebf3896a8aa300b035863efc02aa1ee,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
bcfff2430939cae6e54ff759bf5b0797,,2-я Магистральная улица,Хорошёвский район,Центральный административный округ,Москва,123290,
